UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,11,2019,97,120561,34210,86351,29365,74311,2224,7025,179,385,2139,3931,30,86,273,613,29600,74811,2292,7204,329,734,2234,4093,68,167,31799,81011,27126,69329,2146,6844,143,313,2122,3898,26,77,236,550,27329,69775,2198,6996,271,630,2205,4046,58,150,2411,5340,2239,4982,78,181,36,72,17,33,4,9,37,63,2271,5036,94,208,58,104,29,47,10,17
R,11,2019,98,87925,23935,63990,20611,55064,1456,5174,117,278,1517,2926,27,59,207,489,20782,55460,1522,5333,233,559,1582,3061,54,124,22320,60155,19103,51514,1415,5037,91,225,1508,2901,21,54,182,424,19252,51859,1470,5169,194,474,1566,3016,42,109,1615,3835,1508,3550,41,137,26,53,9,25,6,5,25,65,1530,3601,52,164,39,85,16,45,12,15
R,11,2019,99,64067,16916,47151,14355,40160,1138,3999,86,208,1156,2388,18,44,163,352,14489,40444,1179,4117,177,406,1211,2482,42,92,15801,44366,13328,37577,1104,3901,68,166,1146,2372,15,38,140,312,13445,37827,1134,4003,146,343,1193,2455,35,79,1115,2785,1027,2583,34,98,18,42,10,16,3,6,23,40,1044,2617,45,114,31,63,18,27,7,13
R,11,2019,100,101525,23805,77720,19298,64129,1774,7458,158,384,2278,5005,42,92,255,652,19500,64651,1858,7699,290,740,2360,5173,83,187,22277,73448,17903,60217,1721,7278,126,331,2267,4970,38,84,222,568,18080,60670,1792,7478,241,650,2339,5114,71,165,1528,4272,1395,3912,53,180,32,53,11,35,4,8,33,84,1420,3981,66,221,49,90,21,59,12,22
R,12,2019,999,329018969,162045160,166973809,124361988,126498660,21191557,23041233,2118054,2089072,9384157,10278766,411800,400882,4577604,4665196,128442721,130635487,23251076,25184898,3473106,3507208,11082927,11975024,815650,809066,131255603,136751342,97298519,99977717,19739152,21539370,1201516,1240113,9083079,9976317,301822,298275,3631515,3719550,100534391,103272768,21359446,23235651,2161004,2265337,10521396,11411919,617515,619055,30789557,30222467,27063469,26520943,1452405,1501863,916538,848959,301078,302449,109978,102607,946089,945646,27908330,27362719,1891630,1949247,1312102,1241871,561531,563105,198135,190011
R,12,2019,0,3783590,1935414,1848176,1390712,1327296,291678,279244,31263,29848,95556,91198,5696,5461,120509,115129,1501921,1433540,357696,342357,54807,52337,139314,132967,14061,13448,1430219,1365721,959104,915148,264565,253321,16103,15371,89984,85891,3897,3739,96566,92251,1048657,1000701,318471,304857,31457,30034,126362,120612,10039,9604,505195,482455,431608,412148,27113,25923,15160,14477,5572,5307,1799,1722,23943,22878,453264,432839,39225,37500,23350,22303,12952,12355,4022,3844
R,12,2019,1,3802840,1944900,1857940,1401503,1333878,291002,283243,31187,29966,98995,93331,5754,5517,116459,112005,1508771,1437028,353753,344142,54500,52301,141861,134164,13961,13341,1441229,1374228,970572,920431,264024,257130,16150,15396,93417,88017,3957,3779,93109,89475,1056734,1003207,315037,306638,31391,29954,129095,121975,10010,9546,503671,483712,430931,413447,26978,26113,15037,14570,5578,5314,1797,1738,23350,22530,452037,433821,38716,37504,23109,22347,12766,12189,3951,3795
R,12,2019,2,3882393,1985282,1897111,1428712,1360011,296838,289155,31755,30508,103417,97690,5885,5662,118675,114085,1537994,1465065,360721,351162,55483,53237,147190,139325,14255,13634,1470471,1402544,988115,937182,269296,262459,16420,15658,97725,92275,4056,3885,94859,91085,1075866,1021432,321192,312812,31917,30451,134184,126912,10237,9761,514811,494567,440597,422829,27542,26696,15335,14850,5692,5415,1829,1777,23816,23000,462128,443633,39529,38350,23566,22786,13006,12413,4018,3873
R,12,2019,3,3983174,2036277,1946897,1462760,1392811,305061,297420,32527,31295,108350,102607,6066,5856,121513,116908,1574620,1500433,370454,360937,56789,54557,153239,145331,14645,14045,1506494,1437920,1009185,957554,276786,269978,16756,16013,102503,97051,4184,4029,97080,93295,1098952,1043816,329869,321514,32575,31137,139904,132604,10521,10069,529783,508977,453575,435257,28275,27442,15771,15282,5847,5556,1882,1827,24433,23613,475668,456617,40585,39423,24214,23420,13335,12727,4124,3976
R,12,2019,4,4030929,2060856,1970073,1479136,1408464,308119,300601,32719,31545,111969,105683,6151,5943,122762,117837,1592131,1516921,374070,364530,57218,54991,157428,148848,14828,14191,1525109,1454658,1020261,967480,279443,272818,16955,16132,106093,100096,4262,4099,98095,94033,1110946,1054402,332928,324644,32937,31359,144029,136062,10687,10199,535747,515415,458875,440984,28676,27783,15764,15413,5876,5587,1889,1844,24667,23804,481185,462519,41142,39886,24281,23632,13399,12786,4141,3992
R,12,2019,5,4049511,2070627,1978884,1485792,1413564,309486,302293,32939,32032,114116,107990,6070,5890,122224,117115,1598257,1521342,374837,365633,57452,55507,159580,150905,14814,14124,1538396,1466885,1030154,975591,280493,274385,17204,16614,108478,102588,4264,4130,97803,93577,1120534,1062073,333476,325756,33267,31943,146528,138407,10768,10256,532231,511999,455638,437973,28993,27908,15735,15418,5638,5402,1806,1760,24421,23538,477723,459269,41361,39877,24185,23564,13052,12498,4046,3868
R,12,2019,6,4008891,2049734,1959157,1471388,1401747,308337,300367,33312,31885,110618,104513,5888,5649,120191,114996,1581915,1507451,372330,362506,57629,55131,155398,146666,14658,13859,1522942,1452841,1020099,968058,279906,273013,17537,16763,105213,99281,4151,3932,96036,91794,1108801,1052797,331741,323403,33479,31977,142604,134388,10601,9931,526792,506316,451289,433689,28431,27354,15775,15122,5405,5232,1737,1717,24155,23202,473114,454654,40589,39103,24150,23154,12794,12278,4057,3928
R,12,2019,7,4033099,2060649,1972450,1480278,1413009,309055,300491,33177,32006,112945,106955,5902,5689,119292,114300,1589881,1518031,372304,361668,57496,55359,157552,149168,14643,13996,1530310,1460425,1024825,973251,280903,273340,17617,16991,107637,101736,4165,3980,95163,91127,1112620,1057336,331999,322824,33538,32270,144917,136926,10605,10081,530339,512025,455453,439758,28152,27151,15560,15015,5308,5219,1737,1709,24129,23173,477261,460695,40305,38844,23958,23089,12635,12242,4038,3915
R,12,2019,8,4055567,2074238,1981329,1498698,1427368,310550,301668,33106,31993,107601,102002,5723,5476,118560,112822,1607693,1531022,373703,361935,57616,55381,151353,143524,14378,13688,1534480,1461893,1033205,979657,282879,274893,17827,16966,102371,96977,3969,3795,94229,89605,1120202,1062328,333798,323485,33831,32204,138754,131490,10309,9784,539758,519436,465493,447711,27671,26775,15279,15027,5230,5025,1754,1681,24331,23217,487491,468694,39905,38450,23785,23177,12599,12034,4069,3904
R,12,2019,9,4099230,2093871,2005359,1513418,1445031,313305,304110,32622,31657,108851,104143,5842,5573,119833,114845,1623699,1550627,377115,365749,57508,55709,152854,145878,14534,13784,1543838,1475028,1037849,986593,286015,277273,17642,17300,103397,99040,4030,3871,94905,90951,1125552,1070543,337272,326750,33756,32929,139928,133761,10395,9889,550033,530331,475569,458438,27290,26837,14980,14357,5454,5103,1812,1702,24928,23894,498147,480084,39843,38999,23752,22780,12926,12117,4139,3895
R,12,2019,10,4042045,2062027,1980018,1481352,1415710,311161,303411,33112,32049,111867,107892,6236,6078,118299,114878,1590126,1521216,374659,365841,57115,55284,155449,149606,14602,14251,1527719,1464628,1024448,975401,281906,274854,17446,16944,105828,102057,4223,4060,93868,91312,1111190,1059642,333130,325199,32932,32033,141971,136792,10368,10050,534308,515390,456904,440309,29255,28557,15666,15105,6039,5835,2013,2018,24431,23566,478936,461574,41529,40642,24183,23251,13478,12814,4234,4201
R,12,2019,11,4155449,2121150,2034299,1527298,1457600,322501,314234,33736,32359,113534,109615,6368,6190,117713,114301,1635327,1562555,385882,376579,57625,55493,156395,150675,14904,14237,1573460,1508758,1057494,1007021,292566,285609,17737,17258,107496,103807,4303,4163,93864,90900,1143943,1090885,343999,336185,33276,32107,143288,137986,10595,10042,547690,525541,469804,450579,29935,28625,15999,15101,6038,5808,2065,2027,23849,23401,491384,471670,41883,40394,24349,23386,13107,12689,4309,4195
R,12,2019,12,4203668,2146138,2057530,1551405,1481198,323522,315156,34494,33441,114934,110080,6403,6236,115380,111419,1657223,1583282,385323,375592,58441,56493,156972,150158,14812,14237,1591564,1524883,1074618,1023329,293911,286680,17940,17786,108953,104440,4327,4168,91815,88480,1159214,1104687,343972,335583,33485,32651,143926,137765,10539,10040,554574,532647,476787,457869,29611,28476,16554,15655,5981,5640,2076,2068,23565,22939,498009,478595,41351,40009,24956,23842,13046,12393,4273,4197
R,12,2019,13,4193172,2142239,2050933,1555640,1483686,321070,311646,34659,32904,112917,108960,6277,6091,111676,107646,1657995,1582320,380189,369348,58103,55479,154054,147838,14465,13856,1593894,1524129,1083126,1029659,292389,283778,18077,17503,106964,103418,4282,4082,89056,85689,1165086,1108465,340383,330777,33318,32120,141340,135818,10308,9787,548345,526804,472514,454027,28681,27868,16582,15401,5953,5542,1995,2009,22620,21957,492909,473855,39806,38571,24785,23359,12714,12020,4157,4069
R,12,2019,14,4169297,2129468,2039829,1556562,1480287,313215,305801,34021,33045,113016,111563,6287,6212,106367,102921,1653960,1574393,368869,360132,56918,55028,152308,149371,13989,13616,1591421,1524376,1091470,1034628,285500,279094,17991,17663,107429,106308,4251,4282,84780,82401,1169407,1110207,330739,323445,32869,31973,140359,138083,9931,9804,538047,515453,465092,445659,27715,26707,16030,15382,5587,5255,2036,1930,21587,20520,484553,464186,38130,36687,24049,23055,11949,11288,4058,3812
R,12,2019,15,4170963,2127417,2043546,1559529,1487937,310900,302744,33424,32208,114847,114770,6241,5937,102476,99950,1653234,1579230,363857,354766,55891,54112,153031,151562,13774,13243,1601396,1537182,1103399,1049181,284201,276965,18023,17173,109265,109489,4354,4159,82154,80215,1178842,1122674,327295,319532,32895,31685,141411,140514,9979,9606,526021,506364,456130,438756,26699,25779,15401,15035,5582,5281,1887,1778,20322,19735,474392,456556,36562,35234,22996,22427,11620,11048,3795,3637
R,12,2019,16,4164323,2123512,2040811,1563032,1490977,308549,300896,32560,31878,114723,115188,6069,5743,98579,96129,1653081,1578810,358973,350353,54801,53516,151303,150783,13419,12823,1607677,1542438,1115172,1058265,282470,275928,17574,17061,109328,110010,4229,4034,78904,77140,1187514,1129026,323598,316372,32292,31520,140094,139888,9723,9350,515835,498373,447860,432712,26079,24968,14986,14817,5395,5178,1840,1709,19675,18989,465567,449784,35375,33981,22509,21996,11209,10895,3696,3473
R,12,2019,17,4164592,2123539,2041053,1562125,1490592,312958,305744,32935,31732,115002,114760,6006,5792,94513,92433,1648238,1574727,361023,353232,54875,53261,149874,148520,13212,12656,1610680,1546085,1116063,1059702,287133,281120,17806,17218,109664,109812,4234,4060,75780,74173,1185322,1127509,326436,319957,32395,31607,138991,138194,9674,9239,512859,494968,446062,430890,25825,24624,15129,14514,5338,4948,1772,1732,18733,18260,462916,447218,34587,33275,22480,21654,10883,10326,3538,3417
R,12,2019,18,4212583,2149713,2062870,1579733,1506245,321011,312391,32784,31497,116856,115874,5894,5730,93435,91133,1664714,1589218,368569,359137,54984,53317,151061,148784,12962,12597,1638392,1571204,1134493,1077793,295224,287918,17950,17381,111780,110963,4151,3986,74794,73163,1202689,1144651,334008,326232,32825,32054,140583,138691,9498,9183,511321,491666,445240,428452,25787,24473,14834,14116,5076,4911,1743,1744,18641,17970,462025,444567,34561,32905,22159,21263,10478,10093,3464,3414
R,12,2019,19,4336253,2216170,2120083,1622169,1540789,336404,326878,33801,32531,124173,123296,6120,5919,93503,90670,1707213,1623024,383512,373280,56588,54577,158434,156006,13195,12828,1696515,1623355,1168989,1108084,310515,301958,18686,17927,118961,118383,4397,4167,74967,72836,1237294,1174351,348918,339896,34026,32956,147943,145924,9781,9387,519655,496728,453180,432705,25889,24920,15115,14604,5212,4913,1723,1752,18536,17834,469919,448673,34594,33384,22562,21621,10491,10082,3414,3441
R,12,2019,20,4283009,2190809,2092200,1609864,1527669,331043,320401,33167,31960,120372,119010,6054,5698,90309,87462,1691872,1606799,376627,365248,55744,53883,152713,149992,13110,12454,1684119,1608807,1167774,1106034,305702,296223,18480,18008,115328,114258,4322,4084,72513,70200,1233811,1169673,342974,333003,33863,33016,142652,140265,9680,9223,506690,483393,442090,421635,25341,24178,14687,13952,5044,4752,1732,1614,17796,17262,458061,437126,33653,32245,21881,20867,10061,9727,3430,3231
R,12,2019,21,4295836,2194915,2100921,1611689,1531772,332498,323289,32962,31926,123059,122293,6012,5711,88695,85930,1691949,1609683,376659,366839,55436,54055,154953,152518,13088,12250,1693509,1622582,1174110,1114369,307402,299479,18351,17923,118000,117500,4298,4098,71348,69213,1238838,1177284,343561,335239,33758,33286,144976,142919,9745,9132,501406,478339,437579,417403,25096,23810,14611,14003,5059,4793,1714,1613,17347,16717,453111,432399,33098,31600,21678,20769,9977,9599,3343,3118
R,12,2019,22,4279398,2186888,2092510,1602171,1523083,329961,321112,32595,31499,131178,128285,6020,5596,84963,82935,1679041,1598043,371701,362446,54784,53361,161915,157749,12656,11963,1692642,1622472,1170243,1112252,305657,297971,18076,17914,126210,123573,4316,4060,68140,66702,1232033,1172615,339653,331814,33394,33154,152148,148459,9417,8944,494246,470038,431928,410831,24304,23141,14519,13585,4968,4712,1704,1536,16823,16233,447008,425428,32048,30632,21390,20207,9767,9290,3239,3019
R,12,2019,23,4332658,2214028,2118630,1623376,1541070,329750,323039,32835,31376,138258,135899,6212,5720,83597,81526,1698955,1614487,370013,363103,55306,53339,168575,165099,12883,12323,1718981,1650009,1190302,1131130,305617,300404,18293,17714,133404,131159,4458,4140,66907,65462,1250930,1190174,338256,333141,33654,32939,159170,155834,9615,9270,495047,468621,433074,409940,24133,22635,14542,13662,4854,4740,1754,1580,16690,16064,448025,424313,31757,29962,21652,20400,9405,9265,3268,3053
R,12,2019,24,4410935,2259146,2151789,1650393,1560928,342338,331824,33229,31576,144517,141941,6443,6160,82226,79360,1724342,1632126,381421,370558,56209,53620,174368,170308,13137,12783,1758797,1679061,1212454,1147105,317683,308730,18689,17838,139632,137160,4683,4465,65656,63763,1271517,1204446,349287,340204,34650,33293,164940,161162,9892,9648,500349,472728,437939,413823,24655,23094,14540,13738,4885,4781,1760,1695,16570,15597,452825,427680,32134,30354,21559,20327,9428,9146,3245,3135
R,12,2019,25,4494142,2301325,2192817,1673170,1581134,358331,347978,33623,32438,149426,146621,6497,6378,80278,78268,1744976,1650972,395711,385506,56906,55028,178589,174695,13473,12932,1797693,1719407,1231927,1166785,333309,324647,19188,18433,144512,141949,4777,4690,63980,62903,1289147,1222919,363366,355177,35432,34447,169306,165752,10198,9822,503632,473410,441243,414349,25022,23331,14435,14005,4914,4672,1720,1688,16298,15365,455829,428053,32345,30329,21474,20581,9283,8943,3275,3110
R,12,2019,26,4579614,2347110,2232504,1702307,1602737,372274,360567,34706,33366,154349,153561,6703,6378,76771,75895,1770588,1670160,407306,396332,57370,55976,182828,180810,13497,12972,1837653,1756988,1255267,1186096,346839,337134,19925,19413,149525,148764,4866,4704,61231,60877,1309759,1240225,374926,366018,35810,35514,173719,171901,10163,9852,509457,475516,447040,416641,25435,23433,14781,13953,4824,4797,1837,1674,15540,15018,460829,429935,32380,30314,21560,20462,9109,8909,3334,3120
R,12,2019,27,4693762,2406270,2287492,1744828,1641827,382806,369483,36423,34104,159744,161278,6809,6484,75660,74316,1811894,1707644,415939,403184,59723,56776,188186,188729,13627,13131,1887088,1805596,1289307,1219445,357024,345474,20940,19930,154851,156408,4950,4749,60016,59590,1342470,1272237,383180,372522,37269,36104,179179,179876,10319,9932,519182,481896,455521,422382,25782,24009,15483,14174,4893,4870,1859,1735,15644,14726,469424,435407,32759,30662,22454,20672,9007,8853,3308,3199
R,12,2019,28,4784861,2435661,2349200,1765332,1680756,385722,381777,37031,33878,167775,172003,7583,6849,72218,73937,1828446,1745279,416700,415045,59465,56159,195686,200477,14671,13905,1919728,1870531,1314372,1263831,359233,355993,21188,20054,162644,166692,5522,5047,56769,58914,1363870,1315179,383325,382348,36732,35772,186420,190941,11110,10612,515933,478669,450960,416925,26489,25784,15843,13824,5131,5311,2061,1802,15449,15023,464576,430100,33375,32697,22733,20387,9266,9536,3561,3293
R,12,2019,29,4850564,2464823,2385741,1795187,1712911,382734,382364,36687,33548,173840,179251,7790,7116,68585,70551,1854981,1774616,411040,413579,58156,55122,201374,206518,14663,13875,1945653,1910905,1341429,1299761,355907,356050,20601,19841,168463,173975,5595,5292,53658,55986,1388004,1348625,377615,380630,35372,34958,192024,197220,11002,10634,519170,474836,453758,413150,26827,26314,16086,13707,5377,5276,2195,1824,14927,14565,466977,425991,33425,32949,22784,20164,9350,9298,3661,3241
R,12,2019,30,4688979,2380555,2308424,1739152,1655856,363401,367636,35232,31915,171858,180526,7816,6828,63096,65663,1794282,1713059,389034,396242,55194,52131,197125,206220,14052,13211,1884468,1857431,1305479,1263190,337785,342601,19567,18978,166758,175392,5674,5137,49205,52133,1348289,1308436,357239,365012,33265,33165,188432,197470,10615,10259,496087,450993,433673,392666,25616,25035,15665,12937,5100,5134,2142,1691,13891,13530,445993,404623,31795,31230,21929,18966,8693,8750,3437,2952
R,12,2019,31,4563516,2310905,2252611,1700656,1625371,338317,346999,34316,30820,171029,180746,7490,6892,59097,61783,1751990,1679182,361718,373448,53024,49909,195189,205259,13557,12915,1822988,1812120,1273223,1241658,313875,322646,18728,18003,166094,175749,5450,5189,45618,48875,1312700,1284129,331242,343060,31295,31430,186797,196779,10251,9996,487917,440491,427433,383713,24442,24353,15588,12817,4935,4997,2040,1703,13479,12908,439290,395053,30476,30388,21729,18479,8392,8480,3306,2919
R,12,2019,32,4444051,2252610,2191441,1672717,1591580,318880,328971,32786,29689,165203,175343,7520,6687,55504,59171,1720781,1643176,340719,353980,50659,48232,187915,198829,13403,12544,1772966,1760225,1251206,1215319,295604,305514,17649,17269,160449,170670,5400,5013,42658,46440,1287896,1255697,311733,324638,29618,30134,179894,190849,10087,9671,479644,431216,421511,376261,23276,23457,15137,12420,4754,4673,2120,1674,12846,12731,432885,387479,28986,29342,21041,18098,8021,7980,3316,2873
R,12,2019,33,4418672,2236216,2182456,1671350,1594208,308127,321481,32396,29358,163912,174175,7450,6715,52981,56519,1717438,1643232,328330,345143,49720,47843,185709,196433,13016,12279,1757229,1751861,1249876,1218051,285173,298142,17223,16819,159144,169686,5307,5002,40506,44161,1284943,1256173,299821,316174,28788,29639,177767,188739,9733,9462,478987,430595,421474,376157,22954,23339,15173,12539,4768,4489,2143,1713,12475,12358,432495,387059,28509,28969,20932,18204,7942,7694,3283,2817
R,12,2019,34,4463264,2254841,2208423,1693473,1618902,305533,320925,32202,29493,164466,176759,7481,6810,51686,55534,1738227,1667103,325130,343445,49603,47730,185477,198961,12994,12546,1769134,1772711,1265762,1237723,282578,297719,16579,16816,159788,172177,5305,5193,39122,43083,1299393,1274937,296644,314453,28092,29546,177682,191164,9655,9795,485707,435712,427711,381179,22955,23206,15623,12677,4678,4582,2176,1617,12564,12451,438834,392166,28486,28992,21511,18184,7795,7797,3339,2751
R,12,2019,35,4387583,2205428,2182155,1659201,1600761,293751,314010,31396,29050,164267,177887,7206,6512,49607,53935,1702196,1647429,312042,335380,48266,47130,184628,199805,12684,12111,1731786,1750171,1241583,1222458,271840,291296,16307,16412,159603,173490,5091,4850,37362,41665,1273740,1258370,284821,306969,27430,28930,176913,192205,9411,9322,473642,431984,417618,378303,21911,22714,15089,12638,4664,4397,2115,1662,12245,12270,428456,389059,27221,28411,20836,18200,7715,7600,3273,2789
