UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,11,2019,39,4388092,2195593,2192499,1666632,1614064,293095,321372,30935,28762,151066,170916,7200,6406,46665,50979,1706819,1657984,310128,341412,47854,46989,169769,190826,12469,11896,1718592,1751381,1244943,1226689,271721,298368,15732,16038,146373,166403,5052,4737,34771,39146,1274621,1260145,283568,312985,26995,28773,162052,183359,9223,9174,477001,441118,421689,387375,21374,23004,15203,12724,4693,4513,2148,1669,11894,11833,432198,397839,26560,28427,20859,18216,7717,7467,3246,2722
R,11,2019,40,4211733,2104494,2107239,1599549,1551405,279586,308992,29219,27271,146016,165691,6433,6034,43691,47846,1637268,1592479,295323,327755,45307,44517,163324,184469,11330,11073,1654977,1686836,1202185,1182197,259290,287021,14918,15152,141715,161463,4493,4493,32376,36510,1229890,1213303,270147,300482,25556,27190,156227,177375,8334,8540,449517,420403,397364,369208,20296,21971,14301,12119,4301,4228,1940,1541,11315,11336,407378,379176,25176,27273,19751,17327,7097,7094,2996,2533
R,11,2019,41,4022079,2001682,2020397,1525782,1490329,262652,293622,27404,26204,138775,159526,6049,5586,41020,45130,1561004,1529082,277425,310967,42690,42834,155033,177186,10464,10301,1573425,1613570,1146258,1133037,243678,272540,14103,14382,134655,155286,4311,4088,30420,34237,1172071,1162194,253885,284919,24286,25888,148288,170267,7796,7868,428257,406827,379524,357292,18974,21082,13301,11822,4120,4240,1738,1498,10600,10893,388933,366888,23540,26048,18404,16946,6745,6919,2668,2433
R,11,2019,42,4022600,1997924,2024676,1529221,1498669,259094,291609,27784,26449,136075,158107,5917,5639,39833,44203,1563416,1536382,273230,308564,42916,43056,151826,175393,10293,10324,1569195,1614032,1148492,1136628,240822,270865,14409,14834,131856,153937,4197,4152,29419,33616,1173436,1165057,250413,282964,24538,26450,145029,168592,7638,7899,428729,410644,380729,362041,18272,20744,13375,11615,4219,4170,1720,1487,10414,10587,389980,371325,22817,25600,18378,16606,6797,6801,2655,2425
R,11,2019,43,3868409,1918688,1949721,1465017,1443240,246746,277653,26697,25158,136618,156812,5575,5278,38035,41580,1497752,1478619,259778,293325,41188,40942,151813,173251,9887,9715,1503547,1547986,1096052,1088198,229024,257781,13813,13955,132595,152714,3976,3874,28087,31464,1119929,1114679,237748,268852,23490,24958,145405,166593,7376,7447,415141,401735,368965,355042,17722,19872,12884,11203,4023,4098,1599,1404,9948,10116,377823,363940,22030,24473,17698,15984,6408,6658,2511,2268
R,11,2019,44,3920791,1948398,1972393,1489962,1461059,250156,281481,26523,25414,140241,159367,5501,5143,36015,39929,1520778,1495066,262590,296241,40516,40685,154576,175249,9425,9326,1532942,1571206,1119263,1105482,233003,261976,13627,14193,136265,155352,3970,3792,26814,30411,1141924,1131157,241434,272379,23157,24928,148386,168857,7104,7142,415456,401187,370699,355577,17153,19505,12896,11221,3976,4015,1531,1351,9201,9518,378854,363909,21156,23862,17359,15757,6190,6392,2321,2184
R,11,2019,45,3903306,1936900,1966406,1484713,1462128,246745,278613,26270,24977,139330,157339,5370,4977,34472,38372,1514058,1494622,258385,292702,39949,39989,153039,172509,9268,8964,1531188,1571216,1121430,1110366,230599,260224,13581,13998,135597,153487,3935,3683,26046,29458,1143387,1135016,238687,270293,22957,24675,147361,166538,7080,6904,405712,395190,363283,351762,16146,18389,12689,10979,3733,3852,1435,1294,8426,8914,370671,359606,19698,22409,16992,15314,5678,5971,2188,2060
R,11,2019,46,3843360,1897160,1946200,1453731,1445908,242809,277460,25155,24694,136987,156048,5032,4924,33446,37166,1482119,1477245,253866,290946,38456,39350,150496,170841,8792,8843,1512350,1564807,1108789,1106241,227634,259753,13206,14029,133523,152339,3714,3660,25484,28785,1130161,1130237,235261,269453,22539,24687,145164,165100,6782,6824,384810,381393,344942,339667,15175,17707,11949,10665,3464,3709,1318,1264,7962,8381,351958,347008,18605,21493,15917,14663,5332,5741,2010,2019
R,11,2019,47,3994792,1972208,2022584,1516506,1509678,253496,288412,25896,24945,137891,157422,5097,4874,33322,37253,1544663,1541082,264173,301671,39690,40106,151200,172059,8842,8818,1587204,1640189,1171073,1168709,238546,270837,13772,14324,134325,153720,3802,3619,25686,28980,1192525,1192831,246057,280417,23672,25404,145863,166422,6822,6870,385004,382395,345433,340969,14950,17575,12124,10621,3566,3702,1295,1255,7636,8273,352138,348251,18116,21254,16018,14702,5337,5637,2020,1948
R,11,2019,48,4193780,2070842,2122938,1613682,1605805,260110,297795,25729,25494,132627,151380,5081,4833,33613,37631,1642075,1637558,270792,311010,39927,41271,145843,165757,8929,8921,1693413,1747445,1274897,1271010,245422,280668,14185,14902,129047,147788,3741,3634,26121,29443,1296727,1295594,252984,290210,24541,26673,140512,160238,6909,6991,377429,375493,338785,334795,14688,17127,11544,10592,3580,3592,1340,1199,7492,8188,345348,341964,17808,20800,15386,14598,5331,5519,2020,1930
R,11,2019,49,4344734,2148832,2195902,1681359,1670676,268486,303880,26506,25616,133516,152804,5039,5076,33926,37850,1710031,1702393,279284,317064,41139,41830,146442,167221,9009,9339,1768616,1824165,1340076,1339221,253614,286887,14703,15231,129977,149160,3753,3830,26493,29836,1362209,1363959,261368,296580,25493,27455,141143,161578,7020,7359,380216,371737,341283,331455,14872,16993,11803,10385,3539,3644,1286,1246,7433,8014,347822,338434,17916,20484,15646,14375,5299,5643,1989,1980
R,11,2019,50,4184247,2070733,2113514,1628935,1618003,253185,286266,25119,24544,126758,144972,5000,4893,31736,34836,1655831,1647204,262871,297945,39136,39951,138874,158163,8738,8814,1706706,1758023,1301945,1300316,239060,270423,14052,14696,123392,141477,3771,3737,24486,27374,1322467,1323043,245758,278859,24331,26334,133836,152842,6829,6972,364027,355491,326990,317687,14125,15843,11067,9848,3366,3495,1229,1156,7250,7462,333364,324161,17113,19086,14805,13617,5038,5321,1909,1842
R,11,2019,51,4008914,1979671,2029243,1555150,1551758,244804,277179,24417,23576,121372,139599,4464,4595,29464,32536,1579932,1578846,253687,287994,37766,38254,132517,151721,7934,8398,1636119,1692824,1246735,1251192,231206,261890,13686,14306,118349,136396,3316,3451,22827,25589,1265707,1272218,237355,269684,23605,25479,127984,146941,6174,6620,343552,336419,308415,300566,13598,15289,10731,9270,3023,3203,1148,1144,6637,6947,314225,306628,16332,18310,14161,12775,4533,4780,1760,1778
R,11,2019,52,3993113,1966261,2026852,1555011,1560581,243735,278431,23455,23527,111326,128391,4568,4503,28166,31419,1578699,1586718,252079,289044,36571,38075,121785,139645,7854,8202,1635709,1699992,1257863,1268401,230667,263442,13487,14643,108380,125393,3428,3421,21884,24692,1276023,1288698,236414,271065,23308,25793,117430,135056,6195,6517,330552,326860,297148,292180,13068,14989,9968,8884,2946,2998,1140,1082,6282,6727,302676,298020,15665,17979,13263,12282,4355,4589,1659,1685
R,11,2019,53,4012956,1972183,2040773,1559950,1574519,247577,282618,23341,23453,109223,124892,4495,4572,27597,30719,1582881,1599978,255871,292877,36490,38009,119245,135788,7891,8190,1649942,1722094,1270240,1289604,234689,268119,13665,14846,106380,121896,3416,3520,21552,24109,1287884,1309349,240400,275469,23696,26011,114994,131247,6276,6530,322241,318679,289710,284915,12888,14499,9676,8607,2843,2996,1079,1052,6045,6610,294997,290629,15471,17408,12794,11998,4251,4541,1615,1660
R,11,2019,54,4207279,2067117,2140162,1639210,1655779,259172,295534,24493,24530,111468,128079,4611,4625,28163,31615,1662701,1681958,267410,305817,38194,39743,121570,139218,8028,8388,1742616,1820454,1347683,1370235,246073,280764,14691,15777,108607,125030,3573,3614,21989,25034,1365764,1390685,251775,288188,25097,27644,117342,134635,6432,6771,324501,319708,291527,285544,13099,14770,9802,8753,2861,3049,1038,1011,6174,6581,296937,291273,15635,17629,13097,12099,4228,4583,1596,1617
R,11,2019,55,4375795,2140454,2235341,1709035,1742874,262415,301520,24598,25091,111561,129427,4479,4670,28366,31759,1732618,1769106,270421,311514,38790,41032,121661,140406,7959,8407,1827790,1920430,1427982,1461170,249894,287113,15127,16473,108826,126576,3489,3680,22472,25418,1446435,1481898,255492,294348,26167,29193,117590,136088,6403,6847,312664,314911,281053,281704,12521,14407,9471,8618,2735,2851,990,990,5894,6341,286183,287208,14929,17166,12623,11839,4071,4318,1556,1560
R,11,2019,56,4351022,2120177,2230845,1697274,1746043,254930,293900,24018,24440,111813,130410,4220,4556,27922,31496,1720536,1772018,262661,303697,38200,40321,121686,141160,7562,8323,1824680,1929160,1431908,1476452,242899,280191,15108,16126,109175,127582,3287,3599,22303,25210,1450294,1496963,248335,287314,26262,28825,117794,136854,6115,6766,295497,301685,265366,269591,12031,13709,8910,8314,2638,2828,933,957,5619,6286,270242,275055,14326,16383,11938,11496,3892,4306,1447,1557
R,11,2019,57,4342368,2112163,2230205,1699812,1756357,250946,291286,23335,24225,106352,122910,4305,4515,27413,30912,1722715,1781717,258327,300942,37165,40218,116110,133326,7702,8176,1828805,1940175,1444901,1496933,239652,278473,14803,16138,103849,120189,3427,3596,22173,24846,1463233,1517082,244861,285469,25871,29003,112410,129194,6340,6642,283358,290030,254911,259424,11294,12813,8532,8087,2503,2721,878,919,5240,6066,259482,264635,13466,15473,11294,11215,3700,4132,1362,1534
R,11,2019,58,4341230,2105429,2235801,1709679,1774167,244974,287548,22739,24108,96890,115474,4091,4218,27056,30286,1732222,1798984,252175,296910,36741,40108,106461,125519,7360,7827,1838513,1960307,1469674,1527617,234315,275308,14749,16591,94559,112897,3299,3376,21917,24518,1487724,1547473,239459,282167,25988,29610,102926,121593,6080,6400,266916,275494,240005,246550,10659,12240,7990,7517,2331,2577,792,842,5139,5768,244498,251511,12716,14743,10753,10498,3535,3926,1280,1427
R,11,2019,59,4416599,2139822,2276777,1730608,1800223,252490,295034,22918,24349,102522,122909,4183,4316,27101,29946,1753301,1824724,259630,304167,37024,40180,111971,132901,7400,7854,1871818,1999648,1489635,1551783,241852,282830,14796,16886,100122,120260,3357,3505,22056,24384,1507913,1571493,246973,289598,26176,29809,108448,128931,6060,6513,268004,277129,240973,248440,10638,12204,8122,7463,2400,2649,826,811,5045,5562,245388,253231,12657,14569,10848,10371,3523,3970,1340,1341
R,11,2019,60,4312428,2085971,2226457,1695466,1768589,242513,285933,21827,23076,96459,116172,3931,3997,25775,28690,1716974,1792170,249112,294587,35356,38602,105615,125484,6986,7285,1839310,1969052,1473645,1538174,232634,274362,14432,16053,94265,113741,3187,3268,21147,23454,1491162,1557220,237382,280785,25452,28813,102335,121868,5776,6059,246661,257405,221821,230415,9879,11571,7395,7023,2194,2431,744,729,4628,5236,225812,234950,11730,13802,9904,9789,3280,3616,1210,1226
R,11,2019,61,4184275,2013141,2171134,1640545,1729609,229862,273294,20014,21966,94788,115227,3639,3844,24293,27194,1660724,1751851,236198,281458,33073,36832,103134,124059,6419,6879,1788013,1930436,1438548,1513965,220438,262419,13405,15504,92753,113019,2948,3156,19921,22373,1454936,1532088,224983,268498,24124,27826,100120,120713,5308,5764,225128,240698,201997,215644,9424,10875,6609,6462,2035,2208,691,688,4372,4821,205788,219763,11215,12960,8949,9006,3014,3346,1111,1115
R,11,2019,62,4177153,2002134,2175019,1636630,1739489,224896,270768,20039,21555,93165,112932,3483,3682,23921,26593,1656486,1761309,231139,278702,33038,36556,101269,121143,6264,6677,1784303,1939730,1440926,1528361,216032,260254,13420,15358,91272,110933,2861,2984,19792,21840,1457190,1546077,220604,266131,24164,27840,98507,118062,5242,5526,217831,235289,195704,211128,8864,10514,6619,6197,1893,1999,622,698,4129,4753,199296,215232,10535,12571,8874,8716,2762,3081,1022,1151
R,11,2019,63,4039608,1927232,2112376,1578529,1688014,213829,262650,18784,20780,90286,111638,3300,3492,22504,25802,1597290,1709213,219655,270305,31140,35431,97770,119606,5882,6386,1723188,1888715,1395366,1487628,205395,252552,12665,14862,88467,109516,2689,2921,18606,21236,1410737,1504878,209593,258212,22895,27104,95113,116443,4911,5390,204044,223661,183163,200386,8434,10098,6119,5918,1819,2122,611,571,3898,4566,186553,204335,10062,12093,8245,8327,2657,3163,971,996
R,11,2019,64,3944094,1876056,2068038,1541290,1658779,203004,250744,18012,19705,89054,111121,3118,3422,21578,24267,1559198,1678547,208535,258010,29938,33400,96212,118684,5611,6160,1680191,1850894,1365080,1463475,194928,241262,12291,14198,87330,109169,2594,2810,17968,19980,1379849,1479523,198946,246647,22255,25643,93715,115782,4748,5159,195865,217144,176210,195304,8076,9482,5721,5507,1724,1952,524,612,3610,4287,179349,199024,9589,11363,7683,7757,2497,2902,863,1001
R,11,2019,65,3838532,1816645,2021887,1499731,1629242,191949,240840,16777,18677,85158,106865,2918,3241,20112,23022,1516461,1648009,197065,247594,28086,31874,91751,113846,5170,5882,1635661,1817770,1336387,1445034,184524,232207,11743,13721,83649,105031,2424,2680,16934,19097,1350345,1460379,188313,237250,21350,24843,89525,111175,4392,4968,180984,204117,163344,184208,7425,8633,5034,4956,1509,1834,494,561,3178,3925,166116,187630,8752,10344,6736,7031,2226,2671,778,914
R,11,2019,66,3636584,1711875,1924709,1422448,1561102,173978,222769,15404,17127,78725,99377,2673,2907,18647,21427,1438016,1578620,178552,228958,26099,29552,84703,105894,4766,5359,1548052,1737083,1274716,1391568,167173,214815,10811,12629,77368,97768,2248,2440,15736,17863,1287782,1405984,170516,219464,19910,23142,82720,103512,4079,4587,163823,187626,147732,169534,6805,7954,4593,4498,1357,1609,425,467,2911,3564,150234,172636,8036,9494,6189,6410,1983,2382,687,772
R,11,2019,67,3534120,1659522,1874598,1385359,1524468,163060,213053,14240,16281,77072,98149,2628,2855,17163,19792,1399622,1540697,167338,218723,24089,27991,82541,103967,4615,5130,1507081,1698103,1247658,1364841,156838,205564,10117,12052,75761,96599,2233,2411,14474,16636,1259566,1378324,159989,209896,18518,22072,80654,101698,3962,4366,152441,176495,137701,159627,6222,7489,4123,4229,1311,1550,395,444,2689,3156,140056,162373,7349,8827,5571,5919,1887,2269,653,764
R,11,2019,68,3362341,1573146,1789195,1319047,1458779,153150,203785,13313,15235,69188,90270,2320,2601,16128,18525,1332407,1473982,157121,209160,22857,26409,74163,95445,4185,4687,1429905,1623419,1189129,1308942,147469,196694,9609,11270,68035,88795,1980,2200,13683,15518,1200372,1321490,150443,200779,17769,20854,72493,93327,3621,4014,143241,165776,129918,149837,5681,7091,3704,3965,1153,1475,340,401,2445,3007,132035,152492,6678,8381,5088,5555,1670,2118,564,673
R,11,2019,69,3252066,1517329,1734737,1263896,1406964,150171,198480,12997,14684,72311,94283,2358,2502,15596,17824,1276880,1421425,154068,203742,22171,25206,77100,99586,4148,4574,1379775,1571634,1139365,1259399,144567,191458,9448,10863,71182,92835,1985,2148,13228,14931,1150288,1271376,147461,195430,17315,19872,75464,97448,3583,3926,137554,163103,124531,147565,5604,7022,3549,3821,1129,1448,373,354,2368,2893,126592,150049,6607,8312,4856,5334,1636,2138,565,648
R,11,2019,70,3166076,1476227,1689849,1239605,1381500,138558,186487,12285,13716,69044,88858,2260,2488,14475,16800,1251644,1395221,142046,191358,20975,23831,73406,93570,3957,4412,1348742,1538805,1123914,1244437,133531,180085,9004,10318,68020,87606,1918,2120,12355,14239,1134121,1255944,136160,183830,16527,19111,71900,91743,3399,3813,127485,151044,115691,137063,5027,6402,3281,3398,1024,1252,342,368,2120,2561,117523,139277,5886,7528,4448,4720,1506,1827,558,599
R,11,2019,71,3076882,1430793,1646089,1209586,1356390,129418,175809,11376,13000,64837,82608,2048,2314,13528,15968,1220809,1369565,132758,180311,19512,22668,68869,87080,3592,4100,1312743,1504127,1102403,1227546,124716,169938,8457,9828,63880,81393,1744,1988,11543,13434,1111899,1238507,127257,173345,15501,18189,67464,85288,3110,3539,118050,141962,107183,128844,4702,5871,2919,3172,957,1215,304,326,1985,2534,108910,131058,5501,6966,4011,4479,1405,1792,482,561
R,11,2019,72,3188281,1481189,1707092,1272925,1434607,121343,165125,11215,12418,60148,76938,1942,2049,13616,15955,1284364,1447901,124585,169566,19715,22340,63924,81185,3481,3764,1368965,1570348,1170769,1310024,117149,159603,8359,9508,59260,75804,1663,1756,11765,13653,1180601,1321292,119644,163059,15839,18190,62606,79567,3031,3289,112224,136744,102156,124583,4194,5522,2856,2910,888,1134,279,293,1851,2302,103763,126609,4941,6507,3876,4150,1318,1618,450,475
R,11,2019,73,2579418,1190485,1388933,1017710,1158895,97855,136654,9174,10462,52843,67856,1734,1771,11169,13295,1027132,1169900,100476,140263,15925,18394,56055,71669,3070,3323,1093307,1267236,929216,1048134,94126,131554,6778,7956,52115,66837,1502,1518,9570,11237,937254,1057338,96100,134310,12688,14797,54962,70193,2668,2899,97178,121697,88494,110761,3729,5100,2396,2506,728,1019,232,253,1599,2058,89878,112562,4376,5953,3237,3597,1093,1476,402,424
R,11,2019,74,2268307,1038341,1229966,881827,1019651,89386,126607,8016,9441,47953,60922,1537,1681,9622,11664,889861,1029304,91680,129785,13723,16368,50832,64277,2762,3057,948710,1116662,800010,916270,86040,122002,5908,7092,47244,60027,1321,1441,8187,9830,806781,924326,87750,124390,10845,13051,49795,62972,2399,2647,89631,113304,81817,103381,3346,4605,2108,2349,709,895,216,240,1435,1834,83080,104978,3930,5395,2878,3317,1037,1305,363,410
R,11,2019,75,2202890,1000801,1202089,855095,1002919,82747,119815,7462,8780,45016,57695,1341,1552,9140,11328,862780,1012293,84873,122986,12947,15562,47685,60879,2483,2924,920278,1097030,781532,906908,79647,115713,5599,6626,44429,56826,1168,1332,7903,9625,788130,914801,81274,118139,10443,12538,46816,59618,2189,2563,80523,105059,73563,96011,3100,4102,1863,2154,587,869,173,220,1237,1703,74650,97492,3599,4847,2504,3024,869,1261,294,361
R,11,2019,76,2218184,1001408,1216776,866281,1029969,77816,115239,6840,8372,40791,51042,1239,1316,8441,10838,873443,1039025,79692,118158,12062,14973,43102,53961,2304,2583,927312,1117452,798448,939171,74999,111312,5231,6363,40211,50297,1090,1135,7333,9174,804660,946786,76433,113493,9875,12117,42254,52837,2035,2265,74096,99324,67833,90798,2817,3927,1609,2009,580,745,149,181,1108,1664,68783,92239,3259,4665,2187,2856,848,1124,269,318
R,11,2019,77,1995696,894185,1101511,769772,927491,70320,105665,6209,7518,39136,50044,1051,1257,7697,9536,776219,935425,72111,108242,10964,13369,41292,52627,1949,2319,827410,1010119,708645,843756,67734,102090,4784,5719,38655,49350,908,1057,6684,8147,714226,850486,69113,104057,9005,10852,40575,51627,1700,2005,66775,91392,61127,83735,2586,3575,1425,1799,481,694,143,200,1013,1389,61993,84939,2998,4185,1959,2517,717,1000,249,314
R,11,2019,78,1759404,779506,979898,669825,823372,61524,95364,5564,6660,34877,44761,961,1078,6755,8663,675504,830585,63053,97682,9667,11962,36849,47149,1770,2041,719219,897755,614605,747921,59228,92246,4283,5151,34434,44127,847,907,5822,7403,619482,754047,60374,94028,7915,9795,36175,46207,1562,1760,60287,82143,55220,75451,2296,3118,1281,1509,443,634,114,171,933,1260,56022,76538,2679,3654,1752,2167,674,942,208,281
R,11,2019,79,1623492,711259,912233,607608,763028,57378,90625,5058,6299,34026,43293,931,1073,6258,7915,612839,769621,58799,92786,8787,11022,35952,45501,1689,2018,653905,832459,554998,689799,55216,87508,3846,4842,33586,42698,817,889,5442,6723,559532,695344,56305,89150,7137,8946,35312,44649,1496,1722,57354,79774,52610,73229,2162,3117,1212,1457,440,595,114,184,816,1192,53307,74277,2494,3636,1650,2076,640,852,193,296
R,11,2019,80,1487511,648270,839241,555675,704308,51317,82163,4393,5592,30636,38770,751,1030,5498,7378,560328,710437,52581,84120,7632,9994,32283,40876,1416,1920,596228,766142,507943,637167,49295,79293,3342,4292,30259,38230,640,870,4749,6290,511933,642380,50252,80758,6191,8137,31734,40077,1243,1641,52042,73099,47732,67141,2022,2870,1051,1300,377,540,111,160,749,1088,48395,68057,2329,3362,1441,1857,549,799,173,279
R,11,2019,81,1397956,602290,795666,518529,671363,46037,75734,4034,5296,27920,35794,732,916,5038,6563,522781,676842,47178,77497,7055,9160,29435,37684,1311,1682,554838,727258,474917,608535,44277,73041,3105,4082,27566,35308,623,750,4350,5542,478568,613132,45135,74367,5771,7434,28914,36952,1134,1411,47452,68408,43612,62828,1760,2693,929,1214,354,486,109,166,688,1021,44213,63710,2043,3130,1284,1726,521,732,177,271
R,11,2019,82,1265758,537372,728386,462210,613275,41234,69942,3499,4736,25293,33535,633,841,4503,6057,466058,618324,42279,71593,6165,8244,26651,35274,1140,1587,494196,665446,422445,555463,39641,67485,2674,3609,24999,33042,538,697,3899,5150,425764,559716,40423,68744,5038,6674,26213,34572,985,1357,43176,62940,39765,57812,1593,2457,825,1127,294,493,95,144,604,907,40294,58608,1856,2849,1127,1570,438,702,155,230
R,11,2019,83,1157984,483619,674365,416302,568758,36951,64799,3105,4259,22700,30414,550,725,4011,5410,419686,573256,37848,66297,5419,7422,23972,31955,1033,1345,444245,616110,379987,515089,35445,62553,2401,3241,22445,30000,474,622,3493,4605,382919,518884,36119,63692,4452,5987,23595,31368,907,1177,39374,58255,36315,53669,1506,2246,704,1018,255,414,76,103,518,805,36767,54372,1729,2605,967,1435,377,587,126,168
R,11,2019,84,1073088,439903,633185,379390,534112,33540,60812,2777,3994,20171,28439,494,656,3531,5172,382353,538404,34341,62171,4809,7000,21265,29961,959,1248,403835,578353,346080,483574,32219,58753,2126,3032,19921,28035,435,541,3054,4418,348635,487216,32825,59792,3926,5668,20888,29369,847,1060,36068,54832,33310,50538,1321,2059,651,962,250,404,59,115,477,754,33718,51188,1516,2379,883,1332,377,592,112,188
R,11,2019,85,954060,384948,569112,332576,481532,28924,54137,2347,3453,17528,24886,467,583,3106,4521,335250,485321,29610,55349,4100,6080,18516,26236,838,1105,353684,520651,303593,436772,27856,52359,1792,2607,17312,24529,403,500,2728,3884,305936,440010,28391,53290,3368,4912,18190,25724,738,961,31264,48461,28983,44760,1068,1778,555,846,216,357,64,83,378,637,29314,45311,1219,2059,732,1168,326,512,100,144
R,11,2019,86,845628,333622,512006,288753,433041,24478,48146,2016,3018,15364,23220,404,511,2607,4070,290960,436432,25050,49211,3486,5371,16225,24413,722,1021,307081,469091,264147,393356,23553,46546,1550,2311,15190,22923,350,445,2291,3510,266081,396262,23994,47369,2858,4390,15976,23987,637,901,26541,42915,24606,39685,925,1600,466,707,174,297,54,66,316,560,24879,40170,1056,1842,628,981,249,426,85,120
R,11,2019,87,787225,303287,483938,263330,411137,21836,44381,1752,2791,13671,21388,353,469,2345,3772,265326,414298,22382,45403,3049,4968,14433,22466,653,929,279302,443997,241041,374178,21039,42928,1331,2125,13499,21112,311,410,2081,3244,242807,376877,21477,43741,2494,4042,14194,22057,580,813,23985,39941,22289,36959,797,1453,421,666,172,276,42,59,264,528,22519,37421,905,1662,555,926,239,409,73,116
R,11,2019,88,696852,263521,433331,231226,372240,17208,36780,1440,2360,11366,18359,291,381,1990,3211,232927,374934,17655,37655,2525,4218,12047,19283,542,754,242447,398446,211569,339905,16573,35574,1071,1757,11249,18137,254,329,1731,2744,213044,342188,16924,36244,2019,3384,11859,18946,474,657,21074,34885,19657,32335,635,1206,369,603,117,222,37,52,259,467,19883,32746,731,1411,506,834,188,337,68,97
R,11,2019,89,643235,236422,406813,206677,348397,15805,34773,1298,2151,10614,18078,270,379,1758,3035,208172,350947,16198,35581,2291,3879,11176,18964,498,744,217265,373676,188822,317600,15188,33657,979,1611,10508,17875,241,323,1527,2610,190123,319778,15492,34274,1849,3134,11007,18663,442,645,19157,33137,17855,30797,617,1116,319,540,106,203,29,56,231,425,18049,31169,706,1307,442,745,169,301,56,99
R,11,2019,90,542070,193428,348642,169515,299404,12517,29696,1068,1754,8615,14917,223,339,1490,2532,170783,301499,12859,30414,1914,3191,9085,15640,413,653,177819,321291,155004,273991,12011,28742,804,1332,8521,14736,197,295,1282,2195,156092,275800,12269,29304,1549,2604,8932,15380,359,573,15609,27351,14511,25413,506,954,264,422,94,181,26,44,208,337,14691,25699,590,1110,365,587,153,260,54,80
R,11,2019,91,468594,162474,306120,142739,263504,10272,25555,882,1521,7196,12987,152,272,1233,2281,143776,265407,10548,26184,1594,2831,7589,13637,304,561,149688,282921,130788,242058,9874,24695,664,1137,7135,12839,133,230,1094,1962,131706,243674,10100,25191,1305,2297,7496,13413,268,489,12786,23199,11951,21446,398,860,218,384,61,148,19,42,139,319,12070,21733,448,993,289,534,93,224,36,72
R,11,2019,92,397560,133630,263930,117149,227586,8470,21832,666,1296,6199,11098,130,218,1016,1900,118008,229174,8703,22330,1229,2429,6524,11622,258,449,123578,244788,107720,209832,8189,21136,517,980,6140,10977,114,187,898,1676,108476,211226,8376,21536,1020,2002,6437,11447,229,390,10052,19142,9429,17754,281,696,149,316,59,121,16,31,118,224,9532,17948,327,794,209,427,87,175,29,59
R,11,2019,93,325830,105778,220052,92652,189899,6739,18031,553,1068,4908,9292,93,202,833,1560,93362,191222,6938,18475,1014,1958,5170,9710,200,382,97792,204455,85195,175453,6493,17466,428,812,4863,9181,81,178,732,1365,85815,176603,6649,17825,840,1605,5098,9559,175,341,7986,15597,7457,14446,246,565,125,256,45,111,12,24,101,195,7547,14619,289,650,174,353,72,151,25,41
R,11,2019,94,265111,82611,182500,72061,157243,5248,14884,431,843,4172,7996,73,170,626,1364,72592,158382,5397,15287,777,1613,4381,8366,150,333,76473,169873,66334,145537,5069,14430,321,638,4138,7915,63,149,548,1204,66799,146541,5186,14761,623,1330,4322,8240,132,292,6138,12627,5727,11706,179,454,110,205,34,81,10,21,78,160,5793,11841,211,526,154,283,59,126,18,41
R,11,2019,95,211665,63766,147899,55353,127743,4075,11874,330,708,3449,6402,56,131,503,1041,55777,128607,4205,12182,609,1320,3620,6677,111,250,59097,138067,50993,118607,3934,11527,253,552,3418,6337,51,115,448,929,51370,119376,4040,11786,508,1105,3572,6584,100,222,4669,9832,4360,9136,141,347,77,156,31,65,5,16,55,112,4407,9231,165,396,101,215,48,93,11,28
R,11,2019,96,159884,46954,112930,40600,97476,2969,8992,249,495,2676,5047,50,96,410,824,40947,98161,3075,9251,471,978,2808,5255,101,195,43404,105755,37276,90816,2868,8730,194,385,2656,5003,43,85,367,736,37589,91423,2955,8947,395,824,2777,5191,85,174,3550,7175,3324,6660,101,262,55,110,20,44,7,11,43,88,3358,6738,120,304,76,154,31,64,16,21
